Funding Agencies	Record Count	% of 94,965
Guangxi Key Laboratory Of Precision Navigation Technology And Application In China	1	0.001
Guangxi Key Laboratory Of Rare And Endangered Animal Ecology Guangxi Normal University	1	0.001
Guangxi Key Laboratory Of Spatial Information And The Geomatics	1	0.001
Guangxi Key Laboratory Open Program Of Disaster Prevention And Reduction And Engineering Safety	1	0.001
Guangxi Key Laboratory Systematic Program	1	0.001
Guangxi Key Research And Development Program	1	0.001
Guangxi Marine Ecological Environment Academician Workstation Capacity Building	1	0.001
Guangxi Natural Science Foundation For Innovationresearch Team	1	0.001
Guangxi Scholarship Fund Of Guangxi Education Department Specially Employed Expert Project Of Guangxi Zhuang Autonomous Region	1	0.001
Guangxi Science And Technology Base And Talent Special Project	1	0.001
Guangxi Science And Technology Development Program	1	0.001
Guangxi Science And Technology Key R D Program Project	1	0.001
Guangxi Science And Technology Plan Project	1	0.001
Guangxi Scientific Project	1	0.001
Guangxi University For Nationalities	1	0.001
Guangxi Young And Middle Aged Teacher Basic Ability Improvement Project	1	0.001
Guangxi Zhuang Autonomous Region Guangxi Specially Invited Experts Guangxi Key Laboratory Of Marine Disaster In The Beibu Gulf Qinzhou University	1	0.001
Guangzhou China Post Doctoral International Training Program	1	0.001
Guangzhou City For The Pearl River New Star On Science And Technology	1	0.001
Guangzhou City Project	1	0.001
Guangzhou Institute Of Geochemistry Chinese Academy Of Sciences Gigcas 135 Project	1	0.001
Guangzhou Municipal Science And Technology Program	1	0.001
Guangzhou Science And Technology Program Of China	1	0.001
Guangzhou Science Technology And Innovation Commission	1	0.001
Guangzhou St Program	1	0.001
Guangzhou Urban Planning Design Survey Research Institute	1	0.001
Guarda Parques De Conaf Corporacion Nacional Forestal Chile Unidad Parque Nacional Laguna San Rafael	1	0.001
Guggenheim Foundation	1	0.001
Guided Key Program Of Social Development Of Fujian Province Of China	1	0.001
Guido	1	0.001
Guilan Science And Technology Park	1	0.001
Guizhou Potato Industrialization Technological Talented Base Construction	1	0.001
Guizhou Provincial Key Laboratory Of Radio Astronomy And Data Processing	1	0.001
Guizhou Provincial Science And Technology Plan Project	1	0.001
Guizhou Provincial Science And Technology Program Project	1	0.001
Guizhou Science And Technology Planning Of Project	1	0.001
Guizhou University Introduced Talent Research Project	1	0.001
Guizhou Welfare And Basic Geologic Research Program Of China	1	0.001
Gul F Of Mexico Research Initiative	1	0.001
Gulf And South Atlantic Fisheries Foundation	1	0.001
Gulf Apex Predator Prey Study Noaa National Marine Fisheries Service	1	0.001
Gulf Coast Association Of Geological Societies	1	0.001
Gulf Coast Association Of Geological Society	1	0.001
Gulf Coast Ecosystem Restoration Council Restore Council	1	0.001
Gulf Coast Section Of Economic Paleontologist And Mineralogists Gcssepm	1	0.001
Gulf Ecosystem Monitoring Program	1	0.001
Gulf Intraslope Basin Gib Project Phase Ii Study At The University Of Texas At Austin Institute For Geophysics	1	0.001
Gulf Oceanographic Charitable Trust Fellowship	1	0.001
Gulf Of Alaska Project	1	0.001
Gulf Of California Ecoregion	1	0.001
Gulf Of Maine Research Institute	1	0.001
Gulf Of Mexico Coastal Ocean Observing System Noaa	1	0.001
Gulf Of Mexico Ocs Region	1	0.001
Gulf Of Mexico Quatemary Seismic Stratigraphy Consortium	1	0.001
Gulf Of Mexico Research Consortium Cigom	1	0.001
Gulf Of Mexico Research Consortium Cigom National Council Of Science And Technology Of Mexico Secretariat Of Energy Hidrocarbons Trust	1	0.001
Gulf Of Mexico Research Initiative As Part Of The Consortium For Advanced Research Of Transport Of Hydrocarbons In The Environment Carthe	1	0.001
Gulf Of Mexico Research Initiative As Part Of The Consortium For Advanced Research On Transport Of Hydrocarbon In The Environment Carthe	1	0.001
Gulf Of Mexico Research Initiative As Part Of The Consortium For Advanced Research On Transport Of Hydrocarbon In The Environment Ii	1	0.001
Gulf Of Mexico Research Initiative As Rfp V And Vi Individual Investigator Grants	1	0.001
Gulf Of Mexico Research Initiative C Image I	1	0.001
Gulf Of Mexico Research Initiative C Image Ii	1	0.001
Gulf Of Mexico Research Initiative C Image Iii	1	0.001
Gulf Of Mexico Research Initiative Carthe	1	0.001
Gulf Of Mexico Research Initiative Carthe Project	1	0.001
Gulf Of Mexico Research Initiative Concorde	1	0.001
Gulf Of Mexico Research Initiative Consortium Gisr	1	0.001
Gulf Of Mexico Research Initiative Deepend	1	0.001
Gulf Of Mexico Research Initiative Ecogig 2 Consortium	1	0.001
Gulf Of Mexico Research Initiative Ecogig Consortium	1	0.001
Gulf Of Mexico Research Initiative Gisr Grant	1	0.001
Gulf Of Mexico Research Initiative Gomri Through The Ecogig	1	0.001
Gulf Of Mexico Research Initiative Gomri Through The Research Consortium On Dispersion Research On Oil Physics And Plankton Studies Dropps I And Ii	1	0.001
Gulf Of Mexico Research Initiative Gomri Via The Deep C Research Consortium	1	0.001
Gulf Of Mexico Research Initiative Grant	1	0.001
Gulf Of Mexico Research Initiative Information And Data Cooperative	1	0.001
Gulf Of Mexico Research Initiative Rfp Iii	1	0.001
Gulf Of Mexico Research Initiative S Ecosystem Impacts Of Oil And Gas Inputs To The Gulf Ecogig Program	1	0.001
Gulf Of Mexico Research Initiative S Gomri Program Through The Consortium Ecosystem Impacts Of Oil And Gas Inputs To The Gulf Ecogig	1	0.001
Gulf Of Mexico Research Initiative S Gomri Rfp Iv Program	1	0.001
Gulf Of Mexico Research Initiative Through Carthe Consortium	1	0.001
Gulf Of Mexico Research Initiative Through Its Center For Integrated Modeling And Analysis Of Gulf Ecosystems C Image	1	0.001
Gulf Of Mexico Research Initiative Through Its Consortia Center For Integrated Modeling And Analysis Of Gulf Ecosystems I	1	0.001
Gulf Of Mexico Research Initiative Through Its Consortium The Center For The Integrated Modeling And Analysis Of The Gulf Ecosystem C Image	1	0.001
Gulf Of Mexico Research Initiative Through The Consortium For Advanced Research On Transport Of Hydrocarbon In The Environment Carthe	1	0.001
Gulf Of Mexico Research Initiative Through The Consortium For Advanced Research On Transport Of Hydrocarbon In The Environment Carthe At The University Of Miami Rosenstiel School Of Marine And Atmospheric Science	1	0.001
Gulf Of Mexico Research Initiative Through The Consortium For Simulation Of Oil Microbial Interactions In The Ocean Csomio	1	0.001
Gulf Of Mexico Research Initiative Through The Florida Institute Of Oceanography	1	0.001
Gulf Of Mexico Research Initiative Through The Gulf Integrated Spill Research Consortium	1	0.001
Gulf Of Mexico Research Initiative To The Deep C Consortium	1	0.001
Gulf Of Mexico Research Initiative Under The Csomio Project	1	0.001
Gulf Of Mexico Research Initiative United States	1	0.001
Gulf Of Mexico Research Initiative Via The Deep Sea Consortium	1	0.001
Gulf Of Mexico Research Institute Deep C Project At The Florida State University	1	0.001
Gulf Research Program Deep C	1	0.001
Gulf Research Program Early Career Research Fellowship	1	0.001
Gulf Research Program Early Career Research Fellowship From The National Academies Of Science Engineering And Medicine	1	0.001
Gulf Research Program Grp Of The National Academies Of Sciences Engineering And Medicine Through Its Understanding Gulf Ocean Systems 2 Ugos 2 Grant The Loop Current And The Mississippi Atchafalaya River System Interactions Variability And Modelin	1	0.001
Gulf Research Program Of National Academies Of Sciences Engineering And Medicine	1	0.001
Gulf Research Program Of The National Academies Of Science Engineering And Medicine	1	0.001
Gulf Research Program Of The National Academies Of Sciences Engineering And Medicine Nasem Ugos 1	1	0.001
Gulfslope Energy Inc	1	0.001
Gulftainer	1	0.001
Gulls Project	1	0.001
Gums Regional Center	1	0.001
Gun Marine Services P L	1	0.001
Gunderson Family Award	1	0.001
Gunter Molo Stoof	1	0.001
Gunung Leuser National Park	1	0.001
Gural Foundation Scholarship	1	0.001
Guts Project	1	0.001
Guy Carpenter Asia Pacific Climate Impact Centre City University Of Hong Kong Hksar	1	0.001
Guy Harvey Ocean Foundation Ft Lauderdale Fl	1	0.001
Guy Harvey Ocean Research Foundation	1	0.001
Guylian Chocolates Belgium	1	0.001
Gwangju Institute Of Science And Technology	1	0.001
Gwangju Institute Of Science And Technology Gist	1	0.001
Gwec	1	0.001
Gwen Peron Pinvidic	1	0.001
Gwrc Niwa Project	1	0.001
H F Alderfer Fund For Environmental Studies At Bryn Mawr College	1	0.001
H J Andrews Experimental Forest	1	0.001
H K L Castle Foundation	1	0.001
H Mason Keeler Endowment	1	0.001
H Mason Keeler Endowment At The School Of Aquatic And Fishery Sciences University Of Washington	1	0.001
H Mercier By The French National Center For Scientific Research Cnrs	1	0.001
H Program Of The European Commission Under The Marie Sklodowska Curie Individual Fellowships	1	0.001
H Project Myocean Fo	1	0.001
H Unger Veltlesen Foundation	1	0.001
H202 Multiply Grant	1	0.001
H2020 Atlas Project	1	0.001
H2020 Ceaseless Project	1	0.001
H2020 Cost Action Optical Synergies For Spatiotemporal Sensing Of Scalable Ecophysiological Traits Senesco	1	0.001
H2020 Crescendo Grant	1	0.001
H2020 Ec Project Rexus	1	0.001
H2020 Ecsel2015 Project Dense	1	0.001
H2020 Environment Applicate	1	0.001
H2020 Environment Crescendo	1	0.001
H2020 Environment Is Enes3	1	0.001
H2020 Environment Orces	1	0.001
H2020 Era Planet Icupe Project	1	0.001
H2020 Era4cs Eclisea	1	0.001
H2020 Erc Grant Palaeo Ra	1	0.001
H2020 Eu If Maria Sklodowska Curie Habiss	1	0.001
H2020 European Institute Of Innovation And Technology	1	0.001
H2020 European Institute Of Innovation And Technology Immerse	1	0.001
H2020 European Research Council Peta Carb	1	0.001
H2020 Europen Commission	1	0.001
H2020 Excellent Science Research Infrastructures Is Enes3	1	0.001
H2020 Initiative Through The Erc Starting Grant Magcow	1	0.001
H2020 Marie Sklodowska Curie Actions H2020 Msca If 2021	1	0.001
H2020 Marie Sklodowska Curie Actions Msca If 2016	1	0.001
H2020 Marie Skodowska Curie Individual Fellowship	1	0.001
H2020 Merces Project	1	0.001
H2020 Msca If 2016 Grant	1	0.001
H2020 Multiply Project	1	0.001
H2020 Myocean Fo Projects	1	0.001
H2020 Odyssea	1	0.001
H2020 Program	1	0.001
H2020 Project Ceaseless	1	0.001
H2020 Project Crescendo Coordinated Research In Earth Systems And Climate Experiments Knowledge Dissemination And Outreach European Union	1	0.001
H2020 Project Crescendo Coordinated Research In Earth Systems And Climate Experiments Knowledge Dissemination And Outreach From The European Union Horizon 2020 Research And Innovation Program	1	0.001
H2020 Project Crescendo Coordinated Research In Earth Systems And Climate Experiments Knowledge Dissemination And Outreach From The European Union S Horizon 2020 Research And Innovation Program	1	0.001
H2020 Project Ecopotential Improving Future Ecosystem Benefits Through Earth Observations	1	0.001
H2020 Project Flotant	1	0.001
H2020 Project Intaros	1	0.001
H2020 Project Myocean Fo	1	0.001
H2020 Project Showcase	1	0.001
H2020 Project Submarine Cultures Perform Long Term Robotic Exploration Of Unconventional Environmental Niches Subcultron	1	0.001
H2020 Research Infrastructures	1	0.001
H2020 Research Infrastructures Topios	1	0.001
H2020 Sesar Engage Ktn Cargo Project	1	0.001
H2020 Societal Challenges Crescendo	1	0.001
H2020 Societal Challenges Grant	1	0.001
H2020 Space O Project Space Assisted Water Quality Forecasting Platform For Optimized Decision Making In Water Supply Services	1	0.001
H2020 Sponges Project Horizon 2020 Research And Innovation Program	1	0.001
H2020 Tapas Project	1	0.001
H2020 Triatlas	1	0.001
H2020 Urbanfluxes	1	0.001
H2020 Verify Grant	1	0.001
Haas Center For Public Service	1	0.001
Haas Foundation	1	0.001
Habcol	1	0.001
Habit Harmful Algae In Thin Layers	1	0.001
Habmap Management By Noaa Award Integrated Ocean Observing System Implementation Southern California Coastal Ocean Observing System Sccoos	1	0.001
Hackett Foundation Adelaide	1	0.001
Hades	1	0.001
Hades Erc	1	0.001
Hades Project	1	0.001
Hadley Centre Climate Programme Beis	1	0.001
Hadr Research Centre National Defence University Of Malaysia	1	0.001
Hadyn Williams Fellowship	1	0.001
Hadyn Williams Fellowship At Curtin University	1	0.001
Hadyn Williams Fellowship From Curtin University	1	0.001
Hai Stiftung Shark Foundation	1	0.001
Haifa Rotary Club	1	0.001
Hainan Fushan Oilfield Exploration And Development Company	1	0.001
Hainan Key Research And Development Program	1	0.001
Hainan Key Research And Development Project	1	0.001
Hainan Key St Programme	1	0.001
Hainan Natural Science Foundation	1	0.001
Hainan Nsf	1	0.001
Hainan Province Key Science And Technology Project	1	0.001
Hainan Provincial Depart Ment Of Science And Technology	1	0.001
Hainan Provincial Higher Education Research Project	1	0.001
Hainan Provincial Joint Project Of Sanya Yazhou Bay Science And Technologycity	1	0.001
Hainan Provincial Natural Science Foundation Of China Hpnsfc	1	0.001
Hainan Provincial Technology Research Development And Promotion Program Of China	1	0.001
Hainan S T Key Project	1	0.001
Hainan University	1	0.001
Haitian Comite Interministeriel De L Amenagement Du Territoire Ciat	1	0.001
Hakai Institute	1	0.001
Hakal Institute	1	0.001
Hakodate Marine Bio Cluster Project In The Knowledge Cluster Program	1	0.001
