Funding Agencies	Record Count	% of 8,505
Key Technologies Of High Precision Gravity And Magnetic Detection In Deep Water Oil And Gas Exploration	1	0.012
Key Technology R D Program Of Tianjin	1	0.012
Khaled Bin Sultan Living Oceans Foundation	1	0.012
King Abdulaziz City For Science And Technology Kacst	1	0.012
King Abdulaziz University Jeddah Saudi Arabia	1	0.012
King Abdulaziz University Kau	1	0.012
King Abdullah University Of Science Technology	1	0.012
Kiost In House Grant	1	0.012
Kiost Project	1	0.012
Kldg Laboratory Of Cas	1	0.012
Klima Og Luftgruppen Kol Research Fund Of The Nordic Council Of Ministers	1	0.012
Knowledge Innovation Engineering Frontier Project Of Sidsse	1	0.012
Knowledge Innovation Foundation Program For Outstanding Young Scholar Of Cas	1	0.012
Knowledge Innovation Program Of Chinese Academy Of Sciences Cas	1	0.012
Knud Hojgaards Fond	1	0.012
Kopri Through Kiost	1	0.012
Kordi	1	0.012
Korea Arctic Ocean Observing System K Aoos Kopri Ministry Of Oceans And Fisheries Korea	1	0.012
Korea Astronomy And Space Science Institute Ministry Of Science And Ict Msit Of The Korean Government	1	0.012
Korea Government Through Mest	1	0.012
Korea Hydrographic And Oceanographic Administration	1	0.012
Korea Hydrographic And Oceanographic Agency Khoa Through The Analysis And Prediction Of Sea Level Change In Response To Climate Change Around The Korean Peninsula Program	1	0.012
Korea Institute Of Energy Technology Evaluation And Planning	1	0.012
Korea Institute Of Marine Science And Technology Promotion Kimst	1	0.012
Korea Institute Of Marine Science And Technology Promotion Kimst Research Grant	1	0.012
Korea Institute Of Marine Science Technology Promotion	1	0.012
Korea Institute Of Ocean Science And Technology Kiost	1	0.012
Korea Institute Of Ocean Science Technology	1	0.012
Korea Meteorological Administration	1	0.012
Korea Meteorological Administration Research And Development Program Development Of Marine Meteorology Monitoring And Nextgeneration Ocean Forecasting System	1	0.012
Korea Meteorological Institute	1	0.012
Korea Ministry Of Environment	1	0.012
Korea National Research Foundation Nrf Ministry Of Science Ict Future Planning	1	0.012
Korea Polar Research Institute South Korea	1	0.012
Korea Research Foundation	1	0.012
Korean Ministry Of Science Ict And Future Planning Msip	1	0.012
Kulturisk	1	0.012
Kungliga Fysiografiska Sallskapet I Lund	1	0.012
Kvug	1	0.012
Kyushu University	1	0.012
La Caixa Foundation Through The Medclic Project	1	0.012
Labex Cote Universite De Bordeaux	1	0.012
Labex Mer	1	0.012
Labexmer Through The Seacs Project	1	0.012
Laboratoire D Etudes En Geophysique Et Oceanographie Spatiale	1	0.012
Laboratoire D Etudes En Geophysique Et Oceanographie Spatiales Legos	1	0.012
Laboratorio De Ecologia De Cetaceos Y Quelonios At Centro Interdisciplinario De Ciencias Marinas Instituto Politecnico Nacional	1	0.012
Laboratory For Regional Oceanography And Numerical Modeling Pilot National Laboratory For Marine Science And Technology	1	0.012
Laboratory For Regional Oceanography And Numerical Modeling Pilot National Laboratory For Marine Science And Technology Qingdao	1	0.012
Laboratory For Regional Oceanography And Numerical Modeling Qingdao National Laboratory For Marine Science And Technology	1	0.012
Laboratory For Regional Oceanography And Numerical Modelling Qingdao National Laboratory For Marine Science And Technology	1	0.012
Laboratory Of Fisheries Technology And Hydroacoustics Io Furg Petrobras	1	0.012
Lacaixa Fundation	1	0.012
Lakeddies Project	1	0.012
Lamminga Fonds Tu Delft	1	0.012
Lamont Doherty Earth Observatory	1	0.012
Lamsam Thailand Sustain Development	1	0.012
Lancaster University Ukceh Centre Of Excellence In Environmental Data Science	1	0.012
Land Ecological System Carbon Monitoring Satellite Ground Comprehensive Experiment	1	0.012
Land Information New Zealand	1	0.012
Land Schleswig Holstein	1	0.012
Landgate The Western Australian Geodetic Agency	1	0.012
Landsvirkjun Research Fund	1	0.012
Lanl S Center For Space And Earth Science	1	0.012
Lantmateriet	1	0.012
Lauritz Meltzer University Foundation	1	0.012
Lc3m A Leverhulme Trust Research Centre Award	1	0.012
Leadership In Entrepreneurship And Innovation Awarded By Qingdao Municipal Government	1	0.012
Leading Graduate Course For Frontiers Of Mathematical Sciences And Physics At The University Of Tokyo	1	0.012
Leading National Research Center Know By The Center For Polar Studies In Poland	1	0.012
Leading Scientific Schools Program	1	0.012
Leading Talents Of Guangdong Province Program	1	0.012
Lebanese Cnrs	1	0.012
Leeds Anniversary Research Scholarship	1	0.012
Lefe	1	0.012
Lefe Cyber Programme Cnrs Insu	1	0.012
Lefe Program Lefe Manu Project Ia Oac	1	0.012
Legos Concerning Dsm Studies	1	0.012
Legos Grant	1	0.012
Leibniz Gemeinschaft Wgl Pakt Fur Forschung	1	0.012
Leibniz Institute For Marine Sciences Ifm Geomar	1	0.012
Leidos Inc	1	0.012
Leverhulme Trust Early Career Fellowship Scheme	1	0.012
Ley Orgonica De Ciencia Tecnologia E Innovacion Locti Venezuela	1	0.012
Liao Ning Revitalization Talents Program	1	0.012
Lim Upc	1	0.012
Linden Trust For Conservation	1	0.012
Linz	1	0.012
Linz Vertical Datum Improvement Project	1	0.012
Lipi S Coremap Cti 2021 2022	1	0.012
Lloyd S Register	1	0.012
Lloyd S Register Trust Fund	1	0.012
Lmi	1	0.012
London Natural Environmental Research Council	1	0.012
Long Term Change Of Structure And Function In Marine Ecosystems Of Korea	1	0.012
Long Term Change Of Structure And Function In Marine Ecosystems Of Korea Ministry Of Oceans And Fisheries Korea	1	0.012
Lotus Preparing Land And Ocean Take Up From Sentinel 3 Project Eu Fp7	1	0.012
Lotus Preparing Land And Ocean Take Up From Sentinel 3 Project Part Of The European Union S Seventh Framework Programme For Research Technological Development And Demonstration	1	0.012
Lotus Preparing Sentinel 3 Sar Altimetry Processing For Ocean And Land Project	1	0.012
Louis Gentil Jacques Bourcart Fellowship	1	0.012
Louis Gentil Jacques Bourcart Fellowship From The French Academie Des Sciences	1	0.012
Low Carbon Eco Innovatory Lcei Liverpool University	1	0.012
Lp	1	0.012
Lto Overseas Visiting Fellowship Program Lto Ovfp	1	0.012
Lto Scsio Cas	1	0.012
Lu Jiaxi International Team Program By The K C Wong Education Foundation	1	0.012
Luc4c Grant	1	0.012
Lucci Lund University Centre For Studies Of Carbon Cycle And Climate Interactions	1	0.012
Lund University	1	0.012
Luxembourg National Research Fund	1	0.012
Maia Monitoring The Atlantic Inflow Towards The Arctic Eu	1	0.012
Major High Resolution Earth Observation Project Of China	1	0.012
Major International Regional Joint Research Program Of Nsfc	1	0.012
Major Scientific And Technological Innovation Projects In Shandong Province	1	0.012
Major Special Project Research Project Of High Resolution Earth Observation System Civil Part	1	0.012
Makerere University Department Of Geography Geo Informatics And Climatic Sciences	1	0.012
Making Earth System Data Records For Use In Research Environments Measures Program	1	0.012
Malaysian Maritime Enforcement Agency Dm 1	1	0.012
Mapping Application Demonstration System Research Program	1	0.012
Mare Marine And Environmental Sciences Centre Of Oceanography Of The University Of Lisbon	1	0.012
Marei Univesity College Cork Ireland	1	0.012
Margaret Sokol Faculty Award	1	0.012
Marie Curie Career Integration Grant	1	0.012
Marine 863 Project	1	0.012
Marine And Atmospheric Sciences Over Africa Icemasa	1	0.012
Marine Environmental Research	1	0.012
Marine Geology And Geophysics Program	1	0.012
Marine Hydrophysical Institute Ras	1	0.012
Marine Hydrophysical Institute Under Fano Project	1	0.012
Marine Public Welfare Projects Of China	1	0.012
Marine Renewable Energy Center	1	0.012
Marine Research Center The Agency For Research Human Resource Development Ministry Of Marine Affairs And Fisheries Of Republic Of Indonesia	1	0.012
Marine S T Fund Of Shandong Province	1	0.012
Marine Science And Technology Innovation Project Of Jiangsu Province China	1	0.012
Marines Tfund Of Shandong Province For Pilot National Laboratory For Marine Science And Technology Qingdao	1	0.012
Mars Data Analysis Program	1	0.012
Mars Global Survey	1	0.012
Massachusetts Institute Of Technology Mit	1	0.012
Mast Iii Canigo Programme	1	0.012
Masteral Toward Doctoral Educational Program For Excellent Scholars Pmdsu	1	0.012
Mathamsud Cippde Conicyt	1	0.012
Mathematics Of Planet Earth At Imperial College	1	0.012
Matsumae International Foundation	1	0.012
Maui High Performance Computing Center Mhpcc	1	0.012
Max Planck Society Mpg Fellowship	1	0.012
Mecesup	1	0.012
Medclic	1	0.012
Medclic Project	1	0.012
Medex	1	0.012
Medicion Y Analisis Metoceanico Del Golfo De Mexico	1	0.012
Megapol	1	0.012
Memorial University Libraries	1	0.012
Mercator Ocean Partnership Agreement	1	0.012
Mercator Ocean Through The Waveflow Service Evolution Project	1	0.012
Mersea	1	0.012
Mesobio	1	0.012
Mesobio Project	1	0.012
Messenger Project	1	0.012
Met Eireann Sustainable Energy Ireland	1	0.012
Met Office	1	0.012
Met Office Climate Science For Service Partnership For China	1	0.012
Meteorological Service Of Canada Crysys Programme	1	0.012
Meteorology Scientific Research Fund In The Public Welfare Of China	1	0.012
Meteorology Scientific Research In The Public Welfare Of China	1	0.012
Metoffice	1	0.012
Mex Omega Program	1	0.012
Mex Pfs Program	1	0.012
Mexican Ministry Of The Environment And Natural Resources	1	0.012
Mexican National System For Researchers Sistema Nacional De Investigadores De Mexico Sni	1	0.012
Mext Through The Integrated Research Program For Advancing Climate Models	1	0.012
Mhrd India	1	0.012
Mhyzpa Project	1	0.012
Mi Ireland Cullen Scholarship Under The Marine Research Programme 2014 2020 By The Irish Government	1	0.012
Mi Loco Gordon And Betty Moore Foundation	1	0.012
Micin	1	0.012
Microsoft Azure Research Award	1	0.012
Microsoft Eu Ocean Awards	1	0.012
Mid Continent Intensive Mci	1	0.012
Midas 4	1	0.012
Military University Of Technology Faculty Of Civil Engineering And Geodesy Young Scientists Development Funds	1	0.012
Millennium Scientific Initiative	1	0.012
Mincyt Ecos Sud A14u0 Projects Ecos Sud Program In Facilitating Scientific Exchanges Between Argentina And France	1	0.012
Mineco Feder	1	0.012
Mineco Feder Through Project Morfintra	1	0.012
Minerals Management Service	1	0.012
Minerals Management Service Lsu Coastal Marine Institute Cooperative Agreement	1	0.012
Minister For Research Technology And Higher Education Indonesia Through Research And Community Service Institution At Hasanuddin University Makassar Indonesia	1	0.012
Ministere De L Education Nationale De L Enseignement Superieur Et De La Recherche	1	0.012
Ministere De L Enseignement Superieur Et De La Recherche	1	0.012
Ministerio Da Ciencia E Tecnologia Mct	1	0.012
Ministerio De Ciencia E Innovacion And Agencia Estatal De Investigacion	1	0.012
Ministerio De Educacion De La Nacion Argentina	1	0.012
Ministero Dell Istruzione Dell Universita E Della Ricerca Of Italy Prin Miur	1	0.012
Ministry Of Agriculture Forestry Fisheries Japan	1	0.012
Ministry Of Defense	1	0.012
Ministry Of Defense Naval Hydrographic Service	1	0.012
Ministry Of Earth Sciences India	1	0.012
Ministry Of Earth Sciences Moes New Delhi	1	0.012
Ministry Of Earth Sciences Moes Via Incois Under Its Ocean Observing Systems Programme	1	0.012
Ministry Of Earth Sciences New Delhi	1	0.012
Ministry Of Earth Sciences New Delhi India	1	0.012
Ministry Of Economic Affairs Netherlands	1	0.012
Ministry Of Economy And Competitiveness Spain	1	0.012
Ministry Of Education And Science Of The Russian Federation Within The Federal Target Program Research And Development In Priority Fields Of Development Of The Scientific And Technological Complex Of Russia	1	0.012
Ministry Of Education And Sciene Of The Russian Federation	1	0.012
Ministry Of Education Human Resources Development Moehrd Republic Of Korea	1	0.012
Ministry Of Education Key Laboratory For Earth System Modeling Center For Earth System Science Tsinghua University Beijing China	1	0.012
Ministry Of Education Moe Malaysia For The Research University Grant Scheme Gup	1	0.012
Ministry Of Education Moe Malaysia Fundamental Research Grant Scheme Under Research University Grant	1	0.012
Ministry Of Education Moe Malaysia Under Research University Grant	1	0.012
Ministry Of Education New Delhi	1	0.012
Ministry Of Education S 111 Project Of China	1	0.012
Ministry Of Education Science And Technology Republic Of Korea	1	0.012
Ministry Of Education Taiwan	1	0.012
Ministry Of Education Youth And Sports From The Large Infrastructures For Research Experimental Development And Innovations Project It4innovations National Supercomputing Center	1	0.012
Ministry Of Electronics And Information Technology Government Of India	1	0.012
Ministry Of Environment And Energy Maldives	1	0.012
Ministry Of Environment And Rural And Marine Environment Of The Spanish Government	1	0.012
Ministry Of Environment South Korea Under The Demand Responsive Water Supply Service Program	1	0.012
Ministry Of Higher Education Malaysia Mohe Under The Fundamental Research Grant Scheme Frgs	1	0.012
Ministry Of Higher Education Malaysia Under The Research Acculturation Grant Scheme Rags Fund	1	0.012
Ministry Of Higher Education Mohe Malaysia	1	0.012
Ministry Of Higher Education Mohe Under Frgs	1	0.012
Ministry Of Higher Education Mohe Under The Frgs Fund	1	0.012
Ministry Of Human Resources Development Mhrd India	1	0.012
Ministry Of Industry And Information Technology	1	0.012
Ministry Of Infrastructure And The Environment Rijkswaterstaat In The Netherlands	1	0.012
Ministry Of Natural Resources Of China	1	0.012
Ministry Of Ocean And Fisheries	1	0.012
Ministry Of Oceans And Fisheries	1	0.012
Ministry Of Oceans And Fisheries Korean	1	0.012
Ministry Of Oceans And Fisheries Mof	1	0.012
Ministry Of Oceans And Fisheries Mof Republic Of Korea	1	0.012
Ministry Of Oceans And Fisheries South Korea	1	0.012
Ministry Of Research And Innovation Ontario	1	0.012
Ministry Of Research Technology And Higher Education Ristek Dikti Republic Of Indonesia	1	0.012
Ministry Of Research Technology And Higher Education Through Insinas Insentif Riset Sistem Inovasi Nasional	1	0.012
Ministry Of Science And Education	1	0.012
Ministry Of Science And Higher Education Of Russia	1	0.012
Ministry Of Science And Technology Dragon 4 Cooperation Programme	1	0.012
Ministry Of Science And Technology Most Korea	1	0.012
Ministry Of Science And Technology Of Taiwan Republic Of China	1	0.012
Ministry Of Science And Technology Roc Taiwan	1	0.012
Ministry Of Science And Techonology Of Taiwan	1	0.012
Ministry Of Science Education And Sports Republic Of Croatia	1	0.012
